text,label
අනේ මේ මොකක්ද? මට දැන් බයෙන් පණ නෑ.,fear
මේක මගේ හිත කම්පනය කළා. මට ඇත්තටම බයක් දැනෙනවා.,fear
මේක හිතාගන්න බැරි බයක්. අනේ මගේ හිතට ලොකු බයක්.,fear
මම බයෙන් මරණයට පත් වෙයි. මේක මාව වෙවුලවනවා.,fear
දැන් මම බයෙන් මිදෙන්න උත්සාහ කරනවා. මේක හරිම භයානකයි.,fear
මට දැන් කතා කරගන්න බැරුව ගියා. මේක මාව කම්පනයට පත් කළා.,fear
මට දැන් අඳුරට යන්න බයයි. මේක ජීවිතයටම ලොකු පාඩමක්.,fear
මම බයෙන් හිරි වැටිලා. මේක භීතියෙන් පිරුණු මොහොතක්.,fear
අනේ මට යන්න බෑ. දැන් මම බයෙන් වෙවුලනවා.,fear
මේක ඇත්තටම බය හිතෙනවා. මට දැන් නිදාගන්න බෑ.,fear
මේක භීතියෙන් පිරුණු කතාවක්. අනේ මේක දරාගන්න බෑ.,fear
මට දැන් භීතියක් දැනෙනවා. මේක මාව හොඳටම බය කළා.,fear
මගේ හිත කැළඹුණා. මේක මාරාන්තික බයක්.,fear
අනේ බයයි. මේක හරිම භයානකයි.,fear
මට දැන් පණ නෑ. මේක භීතියෙන් පිරුණු මොහොතක්.,fear
මගේ ඇඟ වෙවුලනවා. මම බයෙන් තැතිගෙන.,fear
"මේක මගේ සිතට බලපෑවා. මට බයයි, ගොඩක් බයයි.",fear
මේක භීතිය ගෙන දෙන දෙයක්. දැන් මම බයෙන් තැතිගෙන.,fear
මේක ඇත්තටම මාව බය කළා. මට අද නිදාගන්න බෑ.,fear
"මේක හරිම භීතියක්. අනේ දෙවියනේ, මට බයයි.",fear
මේක මාව වෙවුලවනවා. මගේ ඇස්වල කඳුළු පිරුණා.,fear
මේක ජීවිතේටම අමතක වෙන්නෙ නෑ. මට දැන් මරණ බයක්.,fear
මේක බියකරු සිහිනයක්. අනේ මේ මොකක්ද?,fear
මට දැන් බයෙන් පණ නෑ. මේක මගේ හිත කම්පනය කළා.,fear
මට ඇත්තටම බයක් දැනෙනවා. මේක හිතාගන්න බැරි බයක්.,fear
අනේ මගේ හිතට ලොකු බයක්. මම බයෙන් මරණයට පත් වෙයි.,fear
මේක මාව වෙවුලවනවා. දැන් මම බයෙන් මිදෙන්න උත්සාහ කරනවා.,fear
මේක හරිම භයානකයි. මට දැන් කතා කරගන්න බැරුව ගියා.,fear
මේක මාව කම්පනයට පත් කළා. මට දැන් අඳුරට යන්න බයයි.,fear
මේක ජීවිතයටම ලොකු පාඩමක්. මම බයෙන් හිරි වැටිලා.,fear
මේක භීතියෙන් පිරුණු මොහොතක්. අනේ මට යන්න බෑ.,fear
"මට බයයි, ගොඩක් බයයි. මේක භීතිය ගෙන දෙන දෙයක්",fear
අනේ!,surprise
,surprise
අයියෝ!,surprise
අප්පට සිරි!,surprise
ඇත්තටම?,surprise
කවුද හිතුවේ!,surprise
මේ මොකද!,surprise
අදහාගන්න බෑ!,surprise
මම පුදුම වුණා!,surprise
නියමයි!,surprise
මොනවද මේ!,surprise
ඇත්තද ඒක?,surprise
මම හිතුවේ නැහැ එහෙම වෙයි කියලා.,surprise
ඇත්තටම? මට ආරංචි වුණේ නැහැ.,surprise
මම කම්පනයට පත් වුණා.,surprise
මේක අනපේක්ෂිතයි.,surprise
ඔයාට විශ්වාසද?,surprise
මම පුදුම වුණා අහලා.,surprise
මේකනම් පුදුම ආරංචියක්.,surprise
මම ඒක බලාපොරොත්තු වුණේ නැහැ.,surprise
කොහොමද ඒක වුණේ?,surprise
"අයියෝ, මේ මොකක්ද?",surprise
මම ඇස් අදහාගන්න බෑ!,surprise
ඔයා ඇත්තටම ආවද?,surprise
මේක පුදුම සහගතයි.,surprise
ඔයා මෙහෙ ඉන්නවා දකිද්දි මම පුදුම වුණා.,surprise
මම හිතුවේ නැහැ එයා මෙහෙ එයි කියලා.,surprise
මොනතරම් ලස්සනද!,surprise
මම කවදාවත් දැකලා නැහැ මෙහෙම දෙයක්.,surprise
මේක හරිම වෙනස්!,surprise
ඒක ඇත්තටම සිදුවුණා!,surprise
ඒක බොරු නේද?,surprise
ඔයා විහිළු කරනවා නේද?,surprise
මේක විශ්වාස කරන්න අමාරුයි.,surprise
මට ඒක පිළිගන්න බෑ.,surprise
ඔයාට පිස්සුද?,surprise
මේක හීනයක් වගේ!,surprise
මට ඇත්තටම කියන්න වචන නැහැ.,surprise
මම පුදුම වුණා පුදුම වුණා වගේ!,surprise
මාර වැඩක්!,surprise
නියමයි! මම හිතුවේ නැහැ ඔයාට ඒක කරන්න පුළුවන් වෙයි කියලා.,surprise
ඒක හරිම පුදුම සහගතයි!,surprise
මම හිතුවේ නැහැ මෙහෙම දෙයක් වෙයි කියලා.,surprise
ඔයා මාව පුදුම කළා.,surprise
"අපොයි, මාර ලස්සනක්!",surprise
මේක මගේ බලාපොරොත්තු ඉක්මවා ගියා.,surprise
"අයියෝ, මේ මොකක්ද වුණේ?",surprise
මේක නරක ආරංචියක්.,surprise
මම කම්පනයට පත් වුණා ඒක අහලා.,surprise
මේක හිතාගන්න බැරි දෙයක්.,surprise
ඔහ් මගේ දෙවියනේ!,surprise
ඒක විශ්වාස කරන්න අමාරුයි!,surprise
ඇත්තටමද?,surprise
මම පුදුමයෙන් ගල් ගැසුණා.,surprise
මෙහෙම දෙයක් වෙයි කියලා කවදාවත් හිතුවේ නැහැ.,surprise
මට පුදුම හිතුණා.,surprise
කොහොමද එහෙම වුණේ?,surprise
අනපේක්ෂිතයි!,surprise
මම සම්පූර්ණයෙන්ම පුදුම වුණා.,surprise
මේක ඇත්තද?,surprise
මගේ හිත ගැස්සුණා!,surprise
ඔයා මාව බය කළා!,surprise
මේක ඇත්තටම සිදුවුණා නේද?,surprise
මම පුදුම වුණා ඔයා ආපු එකට.,surprise
කවදාවත් හිතපු නැති දෙයක්!,surprise
මේක නම් පුදුම සහගතයි.,surprise
මම හිතුවේ නැහැ ඒක කරයි කියලා.,surprise
මේක ඇත්තටම පුදුමයි.,surprise
මගේ ඇස් අදහාගන්න බෑ.,surprise
විශ්වාස කරන්නත් බැරි තරම්.,surprise
අනේ අපොයි!,surprise
කොහොමද ඒක වුණේ කියලා හිතාගන්න බෑ.,surprise
මට කතා කරන්න වචන නැහැ.,surprise
පුදුමයි!,surprise
ඔයාට ඇත්තටම විශ්වාසද?,surprise
මේක ඇත්ත වෙන්න බෑ.,surprise
මොකක්ද මේ!,surprise
මම ඒක බලාපොරොත්තු වුණේ නැහැ කිසිසේත්ම.,surprise
මේක හරිම අමුතුයි.,surprise
අනේ මේ මොනවද?,surprise
එයා ඇත්තටම ආවද?,surprise
මේක මාර වැඩක්!,surprise
මම කල්පනා කළා ඒක ඇත්තද කියලා.,surprise
හරිම පුදුමයි!,surprise
මේක ඇත්තටම පුදුම සහගත ආරංචියක්.,surprise
මම හිතුවේ නැහැ එයා එහෙම දෙයක් කරයි කියලා.,surprise
මේක ඇත්තටම පුදුමයක්.,surprise
මම පුදුම වුණා දකිද්දි.,surprise
මට මුකුත් හිතාගන්න බෑ.,surprise
මේක නම් පිස්සුවක්!,surprise
"අනේ, පුදුම වැඩක්!",surprise
මම පුදුමයෙන් කට ඇරුණා.,surprise
මේක මගේ ජීවිතේට දැකපු නැති දෙයක්.,surprise
කොහොමද එයා එහෙම කළේ?,surprise
අනේ මගේ රත්තරනේ!,surprise
මම හිතුවේ නැහැ එයා එයි කියලා.,surprise
මේක ඇත්තටම පුදුමයි!,surprise
මට ඒක විශ්වාස කරන්න බැහැ.,surprise
ඔයා මාව පුදුමයට පත් කළා!,surprise
මේක හරිම පුදුම සහගත අත්දැකීමක්!,surprise
ඇයට පුදුම හිතුණා.,surprise
ඔහුට පුදුම හිතුණා.,surprise
අපිට පුදුම හිතුණා.,surprise
ඔවුන්ට පුදුම හිතුණා.,surprise
දරුවා පුදුම වුණා.,surprise
ගුරුවරයා පුදුම වුණා.,surprise
ඒ පුවත පුදුමයක්.,surprise
එයාගේ ගමන පුදුමයක්.,surprise
ඇගේ නිශ්ශබ්දතාවය පුදුමයක්.,surprise
ඒක ඇත්තටමද?,surprise
විශ්වාස කරන්නත් අමාරුයි.,surprise
මම මේක කවදාවත් බලාපොරොත්තු වුණේ නැහැ.,surprise
මේක හරිම අනපේක්ෂිතයි.,surprise
ඔයාට වැරදිලා නේද?,surprise
මට ඇත්තටම කතා කරන්න වචන නැහැ.,surprise
මම කම්පනයෙන් මිදුණේ නැහැ.,surprise
ඔයාගේ කතාව පුදුම සහගතයි.,surprise
මේක මාව පුදුමයට පත් කළා.,surprise
කොහොමද ඔයා ඒක කළේ?,surprise
මම ඒක දකින්නේ නැහැ කියලා හිතුවේ.,surprise
මොනතරම් අසාමාන්‍යද!,surprise
මම ඒක කිසිසේත් බලාපොරොත්තු වුණේ නැහැ.,surprise
මේක සිදුවෙයි කියලා මම හිතුවේ නැහැ.,surprise
ඔයා මාව පුදුමයෙන් පුදුම කළා.,surprise
මට පුදුම හිතුණේ නැහැ.,surprise
මේක හරිම පුදුම සහගත පෙනුමක්!,surprise
ඒක හරිම විස්මිතයි!,surprise
අනේ මේක ඇත්ත වෙන්න බෑ!,surprise
ඒක හරිම පුදුමයි කියලා මට හිතුණා.,surprise
මම ඒක දැක්කම කට ඇරුණා.,surprise
මේක ඇත්තටම වුණාද?,surprise
ඔයා මාව ගැස්සෙව්වා.,surprise
මට ඒක විශ්වාස කරන්න බෑ එයා ඒක කළා කියලා.,surprise
මේක මොනතරම් පුදුම සහගතද!,surprise
අනේ දෙවියනේ!,surprise
මම එයා ආවම පුදුම වුණා.,surprise
මේක හරිම අපූරුයි!,surprise
මම පුදුම වුණා එයා ජයග්‍රහණය කළා කියලා දැනගත්තම.,surprise
ඒක හිතාගන්න බැරි තරම්.,surprise
මම හිතුවේ නැහැ මෙහෙම දෙයක් වෙයි කියලා කවදාවත්.,surprise
මේක මගේ හිත ගැස්සෙව්වා.,surprise
ඔයා මාව පුදුමයට පත් කළේ කොහොමද?,surprise
ඇත්තටමද එහෙම වුණේ?,surprise
මම ඒක ගැන පුදුම වුණා.,surprise
මේක මොනතරම් පුදුම සහගත දෙයක්ද!,surprise
මම ඇත්තටම පුදුම වුණා.,surprise
ඔයාට විශ්වාසද මේක ඇත්ත කියලා?,surprise
මේක මට ලොකු පුදුමයක්.,surprise
ඒක හරිම පුදුම සහගත තීරණයක්.,surprise
මම හිතුවේ නැහැ ඔයාට ඒක කියන්න පුළුවන් වෙයි කියලා.,surprise
මේක ඇත්තටම විශ්වාස කරන්න බැරි දෙයක්.,surprise
මගේ ඇස් පුදුමයෙන් ලොකු වුණා.,surprise
මේක මගේ හිතටත් පුදුමයක්.,surprise
ඇත්තටමද එයා ඒක කළේ?,surprise
මම හිතුවේ නැහැ එයාට පුළුවන් වෙයි කියලා.,surprise
මේක මාව මවිත කළා.,surprise
ඔයා ඇත්තටම විශ්වාස කරනවද?,surprise
"අනේ, පුදුම වැඩක් නේද?",surprise
මට පුදුමයෙන් කතා කරගන්න බැරි වුණා.,surprise
මේක හරිම අසාමාන්‍යයි.,surprise
මම හිතුවේ නැහැ ඔයා ඒක කියයි කියලා.,surprise
මේක මට හරිම පුදුමයක්.,surprise
ඔයා ඇත්තටම ආවා නේද?,surprise
මගේ කන් අදහාගන්න බෑ.,surprise
මේක ඇත්තටම වෙන්න බෑ.,surprise
ඒක හරිම පුදුම සහගත අලුත් ආරංචියක්.,surprise
මට පුදුම හිතුණා ඒක දැක්කම.,surprise
මේක ඇත්තටම පුදුම සහගතයි නේද?,surprise
"අනේ, මේක පුදුම සහගතයි!",surprise
මට ඇත්තටම පුදුම හිතුණා.,surprise
මේක පුදුම සහගත ආරංචියක්.,surprise
මම පුදුම වුණා ඒක අහලා.,surprise
මේක මට ලොකු පුදුමයක් වුණා.,surprise
ඔයා මාව පුදුමයට පත් කළා මේ වෙලාවේ.,surprise
මේක හරිම පුදුම සහගත දෙයක්.,surprise
මම හිතුවේ නැහැ ඔයා මෙච්චර ඉක්මනට එයි කියලා.,surprise
මේක මගේ හිතට ලොකු කම්පනයක්.,surprise
ඔයා ඇත්තටම ඒක කළා නේද?,surprise
මට මේක විශ්වාස කරන්න අමාරුයි.,surprise
මේක හරිම අනපේක්ෂිත සිදුවීමක්.,surprise
මම පුදුමයෙන් ගොළු වුණා.,surprise
ඒක හරිම පුදුම සහගතයි කියලා මට හිතුණා.,surprise
මම හිතුවේ නැහැ එයා මෙහෙම කරයි කියලා.,surprise
මේක ඇත්තටම මට පුදුමයක්.,surprise
"අනේ, මාර පුදුමයක්!",surprise
මට ඒක හිතාගන්නවත් බෑ.,surprise
මේක හරිම පුදුම සහගත පුවතක්.,surprise
ඔයා ඇත්තටම හරිම පුදුමයි!,surprise
මේක හරිම පුදුම සහගත අත්දැකීමක් වුණා.,surprise
"අනේ, මොනතරම් පුදුමයක්ද!",surprise
මම පුදුමයෙන් පුදුමයට පත් වුණා.,surprise
මට පුදුමයක් වුණා.,surprise
ඔයා මාව පුදුමයට පත් කළා නේද?,surprise
මේක හරිම පුදුම සහගත අවස්ථාවක්.,surprise
මේක හරිම පුදුම සහගත කතාවක්.,surprise
ඔයා ඇත්තටම මාව පුදුමයට පත් කළා.,surprise
ඒක ඇත්තටමද සිදුවුණේ?,surprise
මම පුදුමයට පත් වුණා එයා ඒක කියපු එකට.,surprise
මේක හරිම අනපේක්ෂිත ආරංචියක්.,surprise
මට පුදුමයෙන් ඇස් ලොකු වුණා.,surprise
ඔයා මාව කම්පනයට පත් කළා!,surprise
මේක ඇත්තටම පුදුමයක්!,surprise
මේක හරිම පුදුම සහගතයි කියලා මට හිතුණා.,surprise
"අනේ, ඒක ඇත්තටමද?",surprise
මට කල්පනා කරන්නවත් බැහැ.,surprise
මේක හරිම පුදුම සහගත තත්ත්වයක්.,surprise
ඔයා ඇත්තටම පුදුමයි!,surprise
මම පුදුම වුණා ඒක දැක්කම.,surprise
මේක හරිම පුදුම සහගත සිදුවීමක් වුණා.,surprise
"අනේ, මොනතරම් අසාමාන්‍යද!",surprise
මම පුදුමයෙන් කටහඬ නැති වුණා.,surprise
මට ලොකු පුදුමයක් වුණා.,surprise
ඔයා මාව පුදුමයට පත් කළා නේද අද?,surprise
මේක හරිම පුදුම සහගත තීරණයක්.,surprise
ඔයා ඇත්තටම මාව පුදුමයට පත් කළා අද.,surprise
මම පුදුමයට පත් වුණා ඒක අහලා.,surprise
මේක හරිම අනපේක්ෂිත ආරංචියක් වුණා.,surprise
මේක ඇත්තටම පුදුමයක් වුණා!,surprise
මම හිතුවේ නැහැ එයා ඒක කියයි කියලා.,surprise
මට කල්පනා කරන්නවත් බැහැ ඒ ගැන.,surprise
මේක හරිම පුදුම සහගත තත්ත්වයක් වුණා.,surprise
අනේ! මොනතරම් පුදුමයක්ද මේ!,surprise
මට මේක ඇත්තටමද කියලා හිතාගන්න බෑ.,surprise
මේක මාව පුදුමයෙන් පුදුමයට පත් කළා.,surprise
ඔයාගේ ක්‍රියාව පුදුම සහගතයි.,surprise
මම හිතුවේ නැහැ එයා මේ වගේ දෙයක් කරයි කියලා.,surprise
මේක ඇත්තටම විශ්වාස කරන්න බැරි දෙයක් නේද?,surprise
අනේ අපොයි! මට කතා කරගන්න බැහැ.,surprise
මේක මට හරිම පුදුමයක් වුණා.,surprise
ඔයා ඇත්තටම මාව කම්පනයට පත් කළා.,surprise
මේක හරිම පුදුම සහගතයි.,surprise
මම හිතුවේ නැහැ මේ වගේ දෙයක් වෙයි කියලා.,surprise
මේක ඇත්තටම හරිම පුදුමයක්.,surprise
මට මේක හිතාගන්න බැහැ.,surprise
මේක හරිම පුදුම සහගත සිදුවීමක්.,surprise
මම පුදුම වුණා ඔයාගේ ආගමනය ගැන.,surprise
මේක හරිම පුදුම සහගත ආරංචියක්.,surprise
මට මේක දිරවගන්න බෑ.,surprise
මේක හරිම පුදුම සහගත මොහොතක්.,surprise
මම පුදුම වුණා ඒක සිද්ධ වුණා කියලා.,surprise
මේක හරිම පුදුම සහගත නිමාවක්.,surprise
"අනේ, මේක පුදුමයි!",surprise
මේක හරිම පුදුම සහගත ගමනක්.,surprise
ඔයා ඇත්තටම පුදුමයි නේද?,surprise
මම පුදුම වුණා ඔයාගේ තීරණය ගැන.,surprise
මේක හරිම පුදුම සහගත ක්‍රියාවක්.,surprise
"අනේ, මේක අනපේක්ෂිතයි!",surprise
මට මේක විශ්වාස කරන්න හරිම අමාරුයි.,surprise
මේක හරිම පුදුම සහගත වෙනසක්.,surprise
මම පුදුම වුණා ඒක මෙච්චර ඉක්මනට කළා කියලා.,surprise
මේක හරිම පුදුම සහගත ආරම්භයක්.,surprise
"අනේ, මේක සිදුවෙයි කියලා හිතුවේ නැහැ!",surprise
මට මේක හිතාගන්නවත් බෑ.,surprise
මේක හරිම පුදුම සහගත අවසානයක්.,surprise
මම පුදුම වුණා ඒක දකිද්දි.,surprise
මේක හරිම පුදුම සහගත ප්‍රවෘත්තියක්.,surprise
මේක ඇත්තටමද?,surprise
කොහොමද එහෙම වුණේ!,surprise
මට කම්පනයක් දැනුනා.,surprise
මේක හරිම පුදුමයි.,surprise
මම හිතුවේ නැහැ ඒක වෙයි කියලා.,surprise
මේක ඇත්තටම අනපේක්ෂිතයි.,surprise
අනේ! මොනතරම් පුදුමයක්ද!,surprise
මේක මගේ ඇස් අදහාගන්න බෑ.,surprise
මට මේක විශ්වාස කරන්න බැහැ.,surprise
මේක හීනයක් වගේ.,surprise
අනේ! අප්පට සිරි!,surprise
මේක හරිම අපූරුයි.,surprise
මේක ඇත්තටමද කියලා හිතාගන්න බෑ.,surprise
අනේ! මේක නම් මාර වැඩක්.,surprise
මට මේක හිතාගන්නවත් බැහැ.,surprise
ඔයා ඇත්තටමද ඒක කළේ?,surprise
අනේ! මම හිතුවේ නැහැ.,surprise
මම පුදුම වුණා ඔයා ඒක කියපු එකට.,surprise
අනේ! මේක ඇත්ත වෙන්න බෑ.,surprise
මට මේක දිරවගන්න බැහැ.,surprise
මේක හරිම පුදුම සහගත අත්දැකීමක්.,surprise
අනේ! මොනතරම් අසාමාන්‍යද!,surprise
මට මේක ගැන කතා කරන්න වචන නැහැ.,surprise
අනේ! මේක සිදුවෙයි කියලා හිතුවේ නැහැ.,surprise
මගේ පුදුමයට සීමාවක් නැහැ.,surprise
මේක හිතාගන්න බැරි තරම් පුදුමයි.,surprise
"අනේ, මට කියන්න වචන නැහැ.",surprise
මේක ඇත්තටමද සිදුවුණේ?,surprise
මම පුදුමයට පත් වුණා.,surprise
කොහොමද මේක සිද්ධ වුණේ?,surprise
මේක මට හරිම කම්පනයක්.,surprise
ඔයා මාව පුදුමයෙන් කම්පනයට පත් කළා.,surprise
මම හිතුවේ නැහැ එහෙම දෙයක් කරයි කියලා.,surprise
මේක ඇත්තටම පුදුම සහගතයි!,surprise
"අනේ, මගේ දෙවියනේ!",surprise
මම පුදුමයෙන් බිම බලා ගත්තා.,surprise
මේක හරිම විශ්මයජනකයි.,surprise
ඔයා මාව අන්දමන්ද කළා.,surprise
මම කවදාවත් මේ වගේ දෙයක් දැකලා නැහැ.,surprise
මේක ඇත්තටම පුදුමයි කියලා මට හිතුණා.,surprise
අනේ! මාර පුදුමයක්!,surprise
තිරිසන් වැඩ කරන්න එපා.,anger
මට පේන්නවත් එන්න එපා ආයෙ.,anger
බලු වැඩ කරන්න එපා.,anger
ගොන් වැඩ කරන්න එපා.,anger
මොලේ නෑ කියල ලෝකෙට ප්‍රදර්ශනය කරන්න එපා.,anger
උබ අපේ මූනෙ දැලි ගෑවා.,anger
ලැජ්ජාවක් කියල දෙයක් නැද්ද.,anger
ඕන ජරා වැඩක් කරනවද ආ.,anger
සල්ලි වලට ඕනෙ දෙයක් කරන මහ මෝඩයො.,anger
මුන්ගෙ මොලේ තියෙන්නෙ කොහෙද දන්නෙ නෑ.,anger
මෝඩ යක්කු ටිකක්.,anger
වෙඩි තියලා දාන්න ඕනෙ මුන්ට.,anger
රජ කාලෙ දඩුවම් දෙන්න ඕනෙ මේ කරපු අපරාද වලට.,anger
කෑලි කෑලි වලට කපල මරන්න ඕන.,anger
මොකද්ද යකෝ තෝ කියන්නෙ.,anger
යන දේවාලෙක පලයන් අපිට වද නොදී.,anger
උබල විතරක් හැමදාම සැප වින්දහම ඇතිද.,anger
මේ දේශපාලකයො අපේ දේවල් හූරන් කන ජරා ජාතියක්.,anger
මුන්ට කන්න දෙන්නෙ නැතිව මැරෙන්න දෙන්න ඕන.,anger
උබ හිතන් ඉන්නෙ උබ ඔක්කොම දන්නවා කියලද.,anger
උබල මොනවද දන්නෙ ඕයි.,anger
බොරුවට කියවන්න විතරයි දන්නෙ.,anger
කට තිබුන පලියට කියවන්න එපා .,anger
කවුද මේ අපරාදෙ කරපු එකා.,anger
දෙන්න හිතෙනවා උඩින් යන්න.,anger
මම ඔයා එක්ක තරහයි.,anger
එන්න එපා මගේ ලගට.,anger
මට ඔයාව දකිද්දිත් අප්පිරියයි.,anger
මට ඔයා එක්ක කතා කරන්න ඕනෙ නෑ.,anger
පැත්තකට වෙලා ඉන්නවද? මගෙ දේවල්වලට ඇගිලි ගහන්න එපා.,anger
අනේ මේ ඔයාගෙ උපදෙස් මට වැඩක් නෑ.,anger
ඔයානම් මහ හොද නැති කෙනෙක්,anger
ආයෙ මේ පැත්තෙ පස් පාගන්න එන්න එපා.,anger
මොකද්ද ඒ කරපු කැත වැඩේ.,anger
ඔයාට නිකමට හරි මට ඒක කියන්න තිබ්බා ඒක කරන්න කලින්.,anger
ඇයි ඔයා එහෙම ජරා වැඩක් කරේ.,anger
මේ ඔක්කොම ඔයාගෙ වැරදි.,anger
මෝඩ වැඩ කරන්න එපා.,anger
මෝඩ වැඩක් කරන්න කලින් පොඩ්ඩක් මොලේ කල්පනා කරන්න.,anger
මට ඔයාගෙ උදව් ඕනෙ නෑ.,anger
ඔයා මහ මෝඩයෙක්.,anger
මට බනින්න එන්න එපා හරිද.,anger
මොකද ඕයි තමුසෙට වෙලා තියෙන්නෙ.,anger
හරිද දැන් තමුසෙගෙ ආසාව.,anger
තමුසෙට පිස්සු.,anger
උබ මහ මෝඩයෙක්.,anger
මොලේ නැති හරකෙක්.,anger
ඔය බොරු කියන එක නවත්ත ගන්න.,anger
මොන වදයක්ද අනේ මේ.,anger
මට දැන්නම් මේක හොදටම ඇති.,anger
මට තිත්ත වෙලා තියෙන්නෙ මේක.,anger
මම ඔයාට පොඩ්ඩක් වත් කැමති නෑ,anger
නවත්ත ගන්න ඔයාගෙ ඔය විකාර කතා.,anger
පලයන් යන්න.,anger
මොන මූසලයෙක්ද මේ.,anger
මට පාඩුවේ ඉන්න දෙනවා.,anger
තමුසෙලාට හෙන ගහන්න ඕන මේ කරන අපරාද වලට.,anger
හොදක්නම් සිද්ද වෙන්න එපා,anger
මකබෑවිලා පල.,anger
හෙන ගහන්න ඕන මේ කරන අපරාද වලට.,anger
තමුසෙලා මහ සාපයක් මේ රටට.,anger
පාර්ලිමේන්තුවේ ඉන්නෙ ඔක්කොම හරක්.,anger
බූරු වැඩ කරන්න එපා.,anger
මාව විහිලුවට ගන්න එපා හරිද.,anger
මාව මෝඩයෙක් වගේද පේනෙ ඔයාට.,anger
මොන මල කෝලමක්ද මේ.,anger
මෙන්න මෙයාව එලියට ඇදල දාන්න.,anger
මනුස්සයෙක් එක්ක කතා කරන්න ඉගෙන ගන්න ඔක්කොටම කලින්.,anger
මම කිව්වා නේද ඕක කරන්න එපා කියල.,anger
මෝඩයො චන්දෙ දානකොට ඔහොම තමා.,anger
තනකොල මිටි ටික්ක අරන්ගිහින් කන්න දෙන්න ඕන ඒ මෝඩයන්ට.,anger
ආයෙ මේ වගේ දෙයක් සිද්දවෙන්න බෑ.,anger
මම නරක මිනිහා කරගන්න එපා.,anger
අඩෝ මම තොපි එකෙකුටවත් බය නෑ.,anger
උන්ට එහෙම වෙලා මදි.,anger
මටනම් දැක්කත් තරහ යනව එයාව.,anger
මගේ ඇගේ ලේ රත් කරන් නැතුව යනවා යන්න මෙතනින්.,anger
මොන සක්කිලි වැඩක්ද ඒ.,anger
අම්මලාට සලකන්න දන්නෙ නැති මෝඩ පුත්තු.,anger
කොන්ද පන නෑ මුන්ගෙ.,anger
කට තිබුන පලියට ගොන් කතා කියන්න එපා.,anger
ඔය මොලෙන් පොඩ්ඩක් කල්පනා කරල බලන්න.,anger
මොලේ ගොමද තියෙන්නෙ.,anger
මේ පැත්තෙ ඇවිත් මගෙන් ගුටි කන්න තමයිඒ.,anger
අඩු කඩනවා ආයෙ එහෙම කරොත්.,anger
විකාර කතා කියන්න එපා.,anger
අනුන්ට පද හදන්න එපා.,anger
අපේ රටම කාල දැම්මෙ උන් තමා.,anger
උන්ගෙන් පලිය ගන්නම ඕන.,anger
සාප කරනව උන්ට මම.,anger
පලයන්!,anger
බූරු වැඩ!,anger
ඔයාට එහෙම කරන්න කිසිම අයිතියක් නෑ.,anger
ආයෙ මේ දේවල් මේ විදිහට සිද්ද වෙන්න බෑ.,anger
හොදක්නම් සිද්ද වෙන්න එපා උන්ට.,anger
උන්ට මිනිස්සු කියල කියන්නනම් කොහොමත් බෑ.,anger
ඒ නපුරු කම නිසා තමා ඔහොම වෙලා තියෙන්නෙ එයාට.,anger
ආත්මාර්තකාමී වෙන්න එපා.,anger
එයව පේන්න බෑ මට.,anger
කාලකන්නි වැඩ කරන්න එපා.,anger
ඔක්කොටම කලින් තමන්ගෙ වැරදි හදාගන්න.,anger
පිස්සු වැඩ කරන්න එපා.,anger
ඔයානම් මහ වදයක්.,anger
මගෙ දේවල් වලට ඇගිලි ගහන්න එපා.,anger
ජරා මනුස්සයෙක් ඌ නම්.,anger
ඒ තරම් කැත වැඩක් මට කරානම් මම දනී කරන දේ.,anger
මම මරලා දානව එහෙනම්.,anger
බොරුවට කෑ ගහන්න එපා සිද්ද උනු දේ දන්නෙ නැතිව.,anger
මෝඩයෙක් වගේ කියවන්න එපා.,anger
මාත් එක්ක කතා කරන්න එපා ආයෙ.,anger
මේ වගේ මෝඩයො තාමත් ඉන්නවා එහෙනම්.,anger
මාව නරක ගෑනි කරගන්න එපා.,anger
තමන්ගෙ ගෑනිට වද දෙන තිරිසන් පිරිමි.,anger
උන්ව හැදි ගෑවිලා යන්න ඕන.,anger
ඔයට මොනවද වෙලා තියෙන්නෙ.,anger
මම කැමති නෑ ඔයා වගෙ මනුස්සයෙක් ලගින් වාඩි වෙන්න වත්.,anger
බැංකුවකට ගියාම පෝලිමේ ඉන්න ඕනෙ වරුවක් නෝනලා ටික තේ බීලා කතා කරල එනකන්.,anger
ඒ ඇවිල්ලත් ඒ ගෑනු දාන ලොකුකම් තමයි ඉවසන්න බැරි.,anger
මනුස්සයො හූරගෙන කන්න බලාගෙන ඉන්නෙ.,anger
‍රජයේ ආයතන වලට වැඩකට යනවනම් දවසක්වත් ඉන්න බලාගෙන යන්න ඕන. උන්ගෙන් වැඩ කරගන්න උන්ට වදින්න ඕන.,anger
මනුස්සොයොන්ට කන්න උයන කෑමද මේවා. මේ කඩවල් වහලම දාන්න ඕන.,anger
උන් මනුස්සයොන්ට කවන්නෙ වස  . උන්ට ඕනෙ සල්ලි විතරයි.,anger
ඒ මනුස්සයො දන්නෙ අනුන්ට වරද පටවන්න විතරයි.,anger
ගල් ගහලා මරන්න ඕන.,anger
මේ යුද්ද වලින් ලොකු මිනිස්සුන්ට කරදරයක් වෙන්නෙ නෑනෙ. දුක් විදින්නෙ පොඩි මනුස්සයො තමයි.,anger
මුන්ට මේ පොඩි ලමයි කියලවත් හිතුනෙ නැද්ද.,anger
